
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced,propTracedMean,propTracedStd,theoreticalMean_NoTracingTerm,theoreticalMean_TracingTerm
0.18,0.04,14513.974,9942.472,1.4554832486570644,0.003555766020011791,1.4597253331446878,170.618,0.017382230709443985,7.36884991024422e-5,0.5226277150042946,1.5378571263496161
0.19999999999999998,0.04,14719.89,9980.484,1.4731341537190084,0.0030571504054861796,1.4731260901476488,165.748,0.016769987195902687,6.332999697048436e-5,0.510710864205356,1.4745187346695727
0.21999999999999997,0.04,14800.414,10000.0,1.4800413999999997,0.002431359609597553,1.4882979674253856,161.158,0.01627858585858586,6.193178936822511e-5,0.4961244917250609,1.453059018156139
0.23999999999999996,0.04,14960.514,9980.678,1.4974136294985254,0.003022870082867343,1.4993873420901678,156.41,0.0158479869827987,6.847054485482837e-5,0.4862874882244297,1.3901984834158687
0.25999999999999995,0.04,15143.502,9980.78,1.5157793794871792,0.003048926508743876,1.5122182994926894,150.2,0.015191800766283526,6.44141171339364e-5,0.47384456463325303,1.3912562716765242
0.27999999999999997,0.04,15283.656,9980.614,1.5296727342019545,0.003134045956937313,1.5276942371032523,146.096,0.014766631532718493,6.861429467148076e-5,0.45960022205934814,1.3200226419760346
0.3,0.04,15317.94,9980.472,1.532919342372881,0.003228701836740896,1.5408772772233337,141.268,0.014327510398098634,6.818984141285448e-5,0.446528966026186,1.3255202492676583
0.32,0.04,15502.358,9981.036,1.5517660996138998,0.0031407410798945457,1.5551087612239927,136.374,0.013807230196703883,6.475867269161945e-5,0.4335867992453328,1.2523201273369604
0.34,0.04,15553.294,9942.154,1.559185839115891,0.004196401082716997,1.5664504260546008,131.32,0.013390066459288903,9.118359149608502e-5,0.42262872955591935,1.23822172326387
0.36000000000000004,0.04,15814.712,10000.0,1.5814712000000002,0.0026302033153503854,1.5816478085106804,127.288,0.012857373737373737,6.150840979318732e-5,0.40855019425297967,1.1709140670435332
0.38000000000000006,0.04,15873.402,9980.474,1.58846891814346,0.0034803460637379204,1.5961947648201786,122.384,0.0123620202020202,6.346832884581906e-5,0.39465424219879763,1.1349048510376567
0.4000000000000001,0.04,16018.894,9961.66,1.6047633036051663,0.0037119121651444046,1.6080756766050226,117.586,0.0119348345713002,6.072873999041701e-5,0.3834417959649597,1.0941787047458789
0.4200000000000001,0.04,16137.512,9980.46,1.6148556347826089,0.003488210745907295,1.622044661502397,113.7,0.011530396270396271,6.18817631447202e-5,0.36963075771621917,1.0915990739966375
0.4400000000000001,0.04,16307.84,10000.0,1.6307840000000002,0.0027368949772018044,1.6348162810048863,108.778,0.01098767676767677,5.6873214286104644e-5,0.35793106811403314,1.0180024402912866
0.46000000000000013,0.04,16422.714,9981.15,1.6438285739130438,0.003178386460760995,1.6490356104522603,103.94,0.010511015417331208,5.1999635254314424e-5,0.34404770832163667,1.0020889109535227
0.48000000000000015,0.04,16508.676,9960.886,1.6529758545870605,0.0042759561524132565,1.661682619783519,99.532,0.010075757575757576,5.439738957912111e-5,0.3318600664373858,0.9727363212047211
0.5000000000000001,0.04,16750.09,10000.0,1.6750090000000006,0.002973357574954125,1.6756915861286654,95.642,0.009660808080808082,5.4601174694461155e-5,0.31881078663151297,0.8878757337701397
0.5200000000000001,0.04,16814.434,9980.6,1.6827367333333332,0.003454404710352861,1.6867226803217588,90.984,0.009219696969696968,5.203859389990354e-5,0.3078515603735683,0.8963480502805675
